TeamId,TeamName,SubmissionDate,Score
2412675,Doarakko,"2018-11-20 18:19:52",446884407.52
2412666,ONODERA,"2018-11-20 18:21:25",446884407.52
2412621,"Randy Boyes","2018-11-20 18:25:52",446884407.52
2412706,"Xuan Cao","2018-11-20 18:30:24",446884407.52
2412728,kambarakun,"2018-11-20 18:35:47",446884407.52
2412738,Strideradu,"2018-11-20 18:35:57",446884407.52
2412747,Marek,"2018-11-20 18:41:10",446884407.52
2412770,"Rohit Patil","2018-11-20 18:47:45",446884407.52
2412728,kambarakun,"2018-11-20 18:52:09",215971242.17
2412622,k.n.,"2018-11-20 18:54:52",446884407.52
2412668,nadare,"2018-11-20 19:08:57",2853799.65
2412814,Allen,"2018-11-20 19:31:55",241118305.92
2412792,SY,"2018-11-20 19:42:48",447637246.11
2412844,"Raghuveer Achukola","2018-11-20 19:50:26",447400108.33
2412719,alijs,"2018-11-20 19:52:55",196478811.25
2412792,SY,"2018-11-20 19:54:51",29785391.12
2412728,kambarakun,"2018-11-20 19:58:39",1812602.18
2413043,"Kirill Simakov","2018-11-20 19:58:52",241118305.92
2412792,SY,"2018-11-20 19:59:03",3807393.30
2412621,"Randy Boyes","2018-11-20 20:01:38",322454907.90
2412621,"Randy Boyes","2018-11-20 20:08:15",196478811.25
2413043,"Kirill Simakov","2018-11-20 20:10:19",196478811.25
2412983,CoreyLevinson,"2018-11-20 20:11:59",215971242.17
2412909,"Mathurin Aché","2018-11-20 20:15:55",196478811.25
2412822,KaizaburoChubachi,"2018-11-20 20:22:38",1529560.18
2412668,nadare,"2018-11-20 20:25:43",2137722.56
2413056,"Siarhei Fedartsou","2018-11-20 20:26:57",1812602.18
2412766,"Michael Kazachok","2018-11-20 20:34:09",215829922.41
2413171,BijKag,"2018-11-20 20:56:00",215971242.17
2412814,Allen,"2018-11-20 20:57:16",105921223.01
2412855,"Xun Zhu","2018-11-20 20:59:27",1533418.47
2413038,mtodisco10,"2018-11-20 21:11:54",215971242.17
2412949,"Abhijay Achukola","2018-11-20 21:34:07",446884407.52
2412949,"Abhijay Achukola","2018-11-20 21:36:06",446883965.34
2413538,"Bojan Tunguz","2018-11-20 21:36:55",1812602.18
2413248,"Peter Klagyivik","2018-11-20 21:44:13",1812602.18
2413582,NxGTR,"2018-11-20 21:46:30",1812602.18
2412724,ZFTurbo,"2018-11-20 21:49:01",33452291.04
2412724,ZFTurbo,"2018-11-20 21:53:37",2226662.91
2412724,ZFTurbo,"2018-11-20 22:09:23",1814275.78
2413079,"Max Ryabinin","2018-11-20 22:09:38",1813300.64
2412844,"Raghuveer Achukola","2018-11-20 22:15:43",447108775.56
2412724,ZFTurbo,"2018-11-20 22:43:50",1811963.45
2413521,"kravtsov dima","2018-11-20 22:53:28",446884407.52
2412855,"Xun Zhu","2018-11-20 22:59:35",1533268.48
2413521,"kravtsov dima","2018-11-20 22:59:35",10187859.16
2412893,Ncrotz,"2018-11-20 22:59:45",446884407.52
2412949,"Abhijay Achukola","2018-11-20 23:04:41",446358236.17
2413885,"[Kent AI Lab] Alexander Liao","2018-11-20 23:09:54",1812602.18
2412949,"Abhijay Achukola","2018-11-20 23:12:56",215971242.17
2413432,"Yuki Kubo","2018-11-20 23:13:14",446884407.52
2413521,"kravtsov dima","2018-11-20 23:38:10",1913723.06
2412622,k.n.,"2018-11-20 23:44:50",1812602.18
2413645,"Scott Lowe","2018-11-20 23:48:15",45973142.48
2413643,TeraFlops,"2018-11-21 00:04:00",1812602.18
2414065,"C Rosen","2018-11-21 00:26:48",446884407.52
2414078,Olalekan,"2018-11-21 00:28:07",241118305.92
2412822,KaizaburoChubachi,"2018-11-21 00:29:50",1528563.31
2413521,"kravtsov dima","2018-11-21 00:30:35",1800953.64
2413645,"Scott Lowe","2018-11-21 00:47:31",1812602.18
2412893,Ncrotz,"2018-11-21 00:55:17",310302336.09
2414261,"AM Drifter (Elhamdaoui)","2018-11-21 01:14:00",196478811.25
2414209,threecourse,"2018-11-21 01:14:18",2193125.34
2414229,Mathn,"2018-11-21 01:14:49",1812602.18
2413643,TeraFlops,"2018-11-21 01:17:23",1812550.50
2412855,"Xun Zhu","2018-11-21 01:35:13",1532162.70
2413643,TeraFlops,"2018-11-21 01:38:54",1809766.10
2412855,"Xun Zhu","2018-11-21 01:42:25",1529604.11
2412668,nadare,"2018-11-21 01:46:33",2135914.68
2412822,KaizaburoChubachi,"2018-11-21 01:47:55",1528357.90
2414186,Demyxter,"2018-11-21 02:02:21",1812602.18
2412822,KaizaburoChubachi,"2018-11-21 02:16:55",1528357.04
2414258,"Niranjan Nakkala","2018-11-21 02:27:04",1812602.18
2414608,"Truoc Pham","2018-11-21 02:29:43",1812602.18
2414651,Obsidian,"2018-11-21 02:41:00",446884407.52
2412626,"Arpit Sharma","2018-11-21 02:49:21",241118305.92
2414481,Nobody,"2018-11-21 02:54:38",1812602.18
2412844,"Raghuveer Achukola","2018-11-21 04:19:02",217913782.67
2415072,"Licheng Zhang","2018-11-21 04:48:00",241118305.92
2413037,TacsyRu,"2018-11-21 04:58:15",322455121.68
2413094,Charles,"2018-11-21 05:00:53",30031977.28
2415122,Feras,"2018-11-21 05:39:44",446884407.52
2412844,"Raghuveer Achukola","2018-11-21 05:40:09",182783785.18
2413358,"Ryan Tolsma","2018-11-21 05:43:52",1803790.13
2414210,schlerp,"2018-11-21 05:49:43",446062006.01
2413600,Triskelion,"2018-11-21 05:49:49",1576980.76
2414844,"Zidmie & KhaVo","2018-11-21 05:52:27",1812602.18
2415427,"Sergey Malyutin","2018-11-21 06:14:35",198803404.46
2412655,x0x0w1,"2018-11-21 06:15:00",150241508.54
2412844,"Raghuveer Achukola","2018-11-21 06:27:17",165616371.95
2414210,schlerp,"2018-11-21 06:29:51",445819767.87
2415251,"Bibin Paul","2018-11-21 06:41:16",1812602.18
2415240,"Sergei Kiian","2018-11-21 06:55:49",2191037.63
2412844,"Raghuveer Achukola","2018-11-21 06:57:21",160633219.15
2413043,"Kirill Simakov","2018-11-21 06:59:25",1812602.18
2415427,"Sergey Malyutin","2018-11-21 07:03:17",1812602.18
2412688,"[ods.ai] Traveling Ded Moroz","2018-11-21 07:05:38",447352721.62
2415034,"Alvis Wong","2018-11-21 07:13:21",1523990.00
2413079,"Max Ryabinin","2018-11-21 07:26:46",1812602.18
2415034,"Alvis Wong","2018-11-21 07:39:08",1523832.28
2412844,"Raghuveer Achukola","2018-11-21 07:42:11",156836537.61
2415265,Jughead,"2018-11-21 07:42:57",443350497.75
2414367,"Nguyen Tang Tri Duc","2018-11-21 07:45:14",1812602.18
2415787,"MJG & MA","2018-11-21 07:48:17",446884407.52
2415523,Deep_patience,"2018-11-21 07:52:26",1812602.18
2415898,"Arnold Kuo","2018-11-21 07:53:44",241118305.92
2415787,"MJG & MA","2018-11-21 07:56:09",4082823.92
2415787,"MJG & MA","2018-11-21 07:58:32",1812602.18
2415265,Jughead,"2018-11-21 08:11:20",322355146.72
2413094,Charles,"2018-11-21 08:16:23",1812602.18
2415240,"Sergei Kiian","2018-11-21 08:16:42",1848409.80
2415265,Jughead,"2018-11-21 08:17:16",201414609.74
2413493,reg619,"2018-11-21 08:19:04",1812602.18
2414124,"Riku Suzuki","2018-11-21 08:20:51",241118305.92
2415240,"Sergei Kiian","2018-11-21 08:38:28",1790657.28
2416177,"Alex Parinov","2018-11-21 08:46:23",446884407.52
2416177,"Alex Parinov","2018-11-21 08:47:10",1812602.18
2415172,"Vlad Hrynko","2018-11-21 08:59:16",196487717.00
2416218,yukiya,"2018-11-21 09:01:11",1812617.12
