TeamId,TeamName,SubmissionDate,Score
2091775,"Shujian Liu","2018-11-07 16:40:53",0.08840
2064834,"Chandan Verma","2018-11-07 16:41:18",0.00000
2091775,"Shujian Liu","2018-11-07 16:44:21",0.09415
2091775,"Shujian Liu","2018-11-07 16:44:44",0.10073
2091775,"Shujian Liu","2018-11-07 16:45:24",0.10416
2064834,"Chandan Verma","2018-11-07 16:46:35",0.08840
2066145,"[ods.ai] Dmitry Volkov","2018-11-07 16:58:00",0.08840
2070360,"Niranjan Nakkala","2018-11-07 17:05:35",0.00000
2066145,"[ods.ai] Dmitry Volkov","2018-11-07 17:22:44",0.10073
2063075,"Nat Bel ML Fun","2018-11-07 17:45:24",0.10416
2063719,DeepCore,"2018-11-07 17:57:58",0.11506
2063719,DeepCore,"2018-11-07 18:04:13",0.13984
2075222,Edmon,"2018-11-07 18:45:57",0.08840
2066145,"[ods.ai] Dmitry Volkov","2018-11-07 18:52:29",0.13450
2066145,"[ods.ai] Dmitry Volkov","2018-11-07 18:54:08",0.16051
2075222,Edmon,"2018-11-07 18:55:52",0.10416
2074185,"Bilal ML","2018-11-07 19:14:42",0.07670
2074185,"Bilal ML","2018-11-07 19:18:51",0.11912
2073889,Marek,"2018-11-07 19:26:31",0.00000
2260510,alijs,"2018-11-07 20:10:09",0.08840
2067640,"[Kent AI Lab] Alexander Liao","2018-11-07 20:19:48",0.08840
2086614,TeraFlops,"2018-11-07 21:04:25",0.08840
2073533,"Azat Davletshin","2018-11-07 21:08:15",0.08939
2326808,"YaGana Sheriff-Hussaini","2018-11-07 21:34:20",0.08840
2237987,"[ods.ai] Pavel Ostyakov","2018-11-07 21:59:22",0.17083
2237987,"[ods.ai] Pavel Ostyakov","2018-11-07 22:02:26",0.20807
2063959,MA,"2018-11-07 22:18:54",0.14486
2065992,"Luis Andre Dutra e Silva","2018-11-07 22:35:01",0.16401
2237987,"[ods.ai] Pavel Ostyakov","2018-11-07 22:35:58",0.26142
2066160,toshif,"2018-11-07 22:58:45",0.10072
2073889,Marek,"2018-11-07 23:07:47",0.08840
2065914,"Guanshuo Xu","2018-11-07 23:16:38",0.15286
2066871,deephoney,"2018-11-07 23:38:18",0.19343
2063847,"Dmitry Kozlov","2018-11-07 23:45:08",0.10833
2064834,"Chandan Verma","2018-11-07 23:56:47",0.11757
2062802,"Data Engineers","2018-11-08 00:36:23",0.13245
2070360,"Niranjan Nakkala","2018-11-08 02:13:05",0.05507
2070360,"Niranjan Nakkala","2018-11-08 02:16:21",0.08840
2067694,D&B,"2018-11-08 02:52:41",0.18889
2150425,Ximing,"2018-11-08 03:31:57",0.08840
2067905,chicm,"2018-11-08 03:37:00",0.25937
2110095,"Anastasia Karpovich","2018-11-08 04:02:49",0.12202
2073533,"Azat Davletshin","2018-11-08 05:45:51",0.16691
2068125,Greed,"2018-11-08 05:57:00",0.09401
2068125,Greed,"2018-11-08 06:01:57",0.09882
2067542,"Li Dong","2018-11-08 06:53:45",0.16348
2063959,MA,"2018-11-08 07:44:23",0.18935
2066264,tito,"2018-11-08 07:51:40",0.09965
2065133,"Kishore M","2018-11-08 08:12:41",0.00000
2135956,JulienAudibert,"2018-11-08 08:34:44",0.08840
2135956,JulienAudibert,"2018-11-08 08:50:52",0.10416
2165616,"Gaurav Kumar","2018-11-08 08:53:28",0.08840
2297283,"[ods.ai] Artem Kuchumov","2018-11-08 09:08:49",0.08840
2171113,daten-kieker,"2018-11-08 09:21:05",0.08840
2115776,"Taiwan IIC","2018-11-08 10:12:57",0.17510
2289651,"Sergeeva Sofiya","2018-11-08 10:58:47",0.08840
2069479,"[ods.ai] Sergey Malyutin","2018-11-08 10:59:23",0.22104
2132633,cydonia,"2018-11-08 12:16:01",0.18851
2063309,"Anton Petrov","2018-11-08 12:16:38",0.10654
2062984,"[ods.ai] n01z3","2018-11-08 12:48:00",0.00000
2062984,"[ods.ai] n01z3","2018-11-08 12:50:55",0.08840
2064834,"Chandan Verma","2018-11-08 13:54:06",0.17610
2062693,novxin,"2018-11-08 14:04:22",0.16322
2063959,MA,"2018-11-08 14:12:09",0.19313
2134333,cybercore.co.jp,"2018-11-08 14:31:49",0.18942
2062968,#ProtestNIPS,"2018-11-08 14:31:55",0.05952
2288473,Giba,"2018-11-08 14:40:43",0.20397
2062968,#ProtestNIPS,"2018-11-08 14:43:24",0.11666
2062653,🌎WorldWideInclusive🌍,"2018-11-08 14:45:33",0.00000
2062653,🌎WorldWideInclusive🌍,"2018-11-08 14:46:05",0.16238
2062968,#ProtestNIPS,"2018-11-08 14:57:28",0.16468
2063879,"Alex Parinov","2018-11-08 15:05:51",0.08035
2062968,#ProtestNIPS,"2018-11-08 15:23:58",0.17655
2255921,"Paul Devine","2018-11-08 15:38:57",0.00000
2255921,"Paul Devine","2018-11-08 15:40:59",0.08961
2063832,"Mana Leak","2018-11-08 15:50:12",0.08959
2284748,"Misha Lisovyi","2018-11-08 16:09:33",0.02173
2067905,chicm,"2018-11-08 16:54:26",0.27550
2256744,"[ods.ai] DeepLenin","2018-11-08 18:39:06",0.16166
2073889,Marek,"2018-11-08 18:48:10",0.10416
2110095,"Anastasia Karpovich","2018-11-08 18:50:24",0.13173
2110095,"Anastasia Karpovich","2018-11-08 19:44:10",0.16138
2063719,DeepCore,"2018-11-08 20:03:18",0.15740
2195869,NxGTR,"2018-11-08 20:42:37",0.00000
2087263,"Ahmed ElNaggar","2018-11-08 20:45:15",0.17272
2087263,"Ahmed ElNaggar","2018-11-08 20:49:02",0.19981
2195869,NxGTR,"2018-11-08 20:56:13",0.08840
2206049,"Grucha z Wejherowa","2018-11-08 21:19:15",0.09415
2124343,amigd23,"2018-11-08 22:43:35",0.16628
2139480,"[ods.ai] Artyom Palvelev","2018-11-08 23:41:21",0.21555
2088408,ADA,"2018-11-09 00:13:14",0.08420
2088408,ADA,"2018-11-09 00:23:08",0.10295
2088408,ADA,"2018-11-09 00:32:18",0.14151
2088408,ADA,"2018-11-09 00:41:19",0.14713
2302574,"Mike Kim","2018-11-09 02:23:27",0.00000
2302574,"Mike Kim","2018-11-09 02:25:42",0.08840
2064834,"Chandan Verma","2018-11-09 05:07:53",0.18058
2332028,Skittles,"2018-11-09 05:09:30",0.08840
2064834,"Chandan Verma","2018-11-09 06:34:36",0.18299
2063832,"Mana Leak","2018-11-09 08:12:06",0.12684
2063887,"Vladimir Larin","2018-11-09 08:59:38",0.08840
2258019,"Kirill Simakov","2018-11-09 10:45:34",0.08840
2140747,Neuromation,"2018-11-09 11:02:30",0.12173
2140747,Neuromation,"2018-11-09 11:04:37",0.14145
2066518,"Rob Wishart","2018-11-09 11:20:55",0.08840
2066518,"Rob Wishart","2018-11-09 11:28:50",0.10416
2152667,ohadlights,"2018-11-09 12:57:48",0.16007
2068404,DeBut_Kele,"2018-11-09 13:01:45",0.08840
2105940,"Arunkumar V Ramanan","2018-11-09 13:18:38",0.08840
2068404,DeBut_Kele,"2018-11-09 13:44:08",0.10416
2062968,#ProtestNIPS,"2018-11-09 13:46:53",0.18831
2152667,ohadlights,"2018-11-09 14:15:36",0.18458
2068850,vecxoz,"2018-11-09 14:48:44",0.14603
2063832,"Mana Leak","2018-11-09 17:25:14",0.15682
2062727,"Bojan Tunguz","2018-11-09 17:43:22",0.08840
2112758,"Philip Popien","2018-11-09 18:58:15",0.08840
2098921,"Kirill Moyseenko","2018-11-09 20:47:40",0.10073
2098921,"Kirill Moyseenko","2018-11-09 20:53:14",0.10416
2147933,"[ods.ai] all inclusive","2018-11-09 21:54:17",0.09690
2293031,Sylas,"2018-11-10 01:29:00",0.11728
2284883,ChandrashekharAdhage,"2018-11-10 02:31:44",0.08840
2302022,Masoud,"2018-11-10 04:06:25",0.08840
2069857,"Victor Zhao","2018-11-10 04:48:57",0.13025
2069857,"Victor Zhao","2018-11-10 04:49:33",0.13594
2290722,"Bharat S Raj","2018-11-10 06:27:47",0.08840
2079239,"Olga Ivanova ","2018-11-10 10:53:04",0.00000
2079239,"Olga Ivanova ","2018-11-10 10:55:08",0.08840
2063959,MA,"2018-11-10 12:10:52",0.20601
