TeamId,TeamName,SubmissionDate,Score
2012705,"Mike Procopio","2018-09-18 21:24:27",-0.03441
2012705,"Mike Procopio","2018-09-18 21:28:21",-0.03441
2008905,"DJ Sterling","2018-09-19 17:06:35",0.00000
2012705,"Mike Procopio","2018-09-20 16:38:23",0.03441
2012705,"Mike Procopio","2018-09-20 17:12:30",0.17553
1778820,"Team Sumble","2018-09-21 18:09:19",-0.03672
2008905,"DJ Sterling","2018-09-21 19:52:52",0.02079
2008905,"DJ Sterling","2018-09-21 20:49:08",0.06423
2114262,inversion,"2018-09-21 20:52:06",0.02540
2137433,"Julia Elliott","2018-09-24 20:24:45",-0.08442
2008905,"DJ Sterling","2018-09-24 23:23:55",0.07080
2114262,inversion,"2018-09-25 00:15:16",0.06780
2141354,SouravSingh,"2018-09-25 17:24:13",0.04526
2141882,"Kent AI Laboratory","2018-09-25 17:46:53",-0.01858
2141728,NoriakiOoshita,"2018-09-25 18:19:29",0.04487
2141671,"Luis Andre Dutra e Silva","2018-09-25 19:01:08",0.03247
2141815,chen,"2018-09-25 19:02:34",0.06780
2141938,"random walk","2018-09-25 19:14:05",0.00628
2142169,tallstreet,"2018-09-25 19:54:00",-0.03126
2141814,Hemant,"2018-09-25 20:02:10",0.00719
2142201,"xiao ","2018-09-25 20:16:24",0.07167
2142275,"Jon Baer","2018-09-25 20:17:40",0.03097
2142580,"Marek Nurzynski","2018-09-25 20:23:45",0.09102
2142769,SuperAI(.pl),"2018-09-25 20:26:25",-0.03351
2142006,"Mathurin Aché","2018-09-25 20:30:05",-0.07381
2142642,Peter,"2018-09-25 20:30:56",-0.04305
2142894,ExCode,"2018-09-25 20:42:52",-0.01398
2142912,Jose,"2018-09-25 20:43:23",-0.05695
2142006,"Mathurin Aché","2018-09-25 20:46:10",0.03307
2142642,Peter,"2018-09-25 20:51:52",0.00000
2143027,sean,"2018-09-25 20:55:38",-0.10140
2143045,"Anirudh K","2018-09-25 21:04:01",-0.02169
2143056,CaoTienDuc,"2018-09-25 21:07:56",-0.07106
2143174,Damodar,"2018-09-25 21:13:54",0.03728
2141601,"Carlos Ungil","2018-09-25 21:16:05",0.00000
2142753,"Fredrik Jonsson","2018-09-25 21:21:52",0.02349
2142793,"J Theys","2018-09-25 21:27:19",0.00506
2142348,mgfischer,"2018-09-25 21:28:19",-0.00809
2142092,GregoryAxler,"2018-09-25 21:32:12",0.06780
2143203,yarenty,"2018-09-25 21:32:56",-0.06964
2142588,"Gates Cao","2018-09-25 21:37:10",0.03151
2143203,yarenty,"2018-09-25 21:41:44",0.00000
2143203,yarenty,"2018-09-25 21:44:45",0.07933
2143393,"Prratek Ramchandani","2018-09-25 21:51:27",0.06083
2143112,TeYuanLiu,"2018-09-25 21:53:55",-0.03087
2142221,TK,"2018-09-25 21:59:12",0.00000
2143515,JamesCPino,"2018-09-25 22:28:09",-0.03101
2143558,"Chia-Ta Tsai","2018-09-25 22:30:47",0.01544
2142221,TK,"2018-09-25 22:32:22",0.62606
2142218,"Random Hero","2018-09-25 22:49:03",0.64223
2143421,madnavs,"2018-09-25 22:55:58",0.04026
2143515,JamesCPino,"2018-09-25 22:56:19",0.10446
2143495,"Shahrouz Raeisi","2018-09-25 23:07:24",-0.00854
2143673,Kon'v-palto,"2018-09-25 23:16:11",-0.00842
2143591,"Federico Peccia","2018-09-25 23:19:40",0.00000
2143662,izumi,"2018-09-25 23:27:30",-0.03835
2142008,Magichanics,"2018-09-25 23:32:54",0.01382
2143742,ywkim,"2018-09-25 23:33:51",-0.01563
2142221,TK,"2018-09-25 23:46:41",0.64178
2143742,ywkim,"2018-09-25 23:52:49",0.06780
2143842,"Miguel Brito","2018-09-25 23:56:32",0.09993
