TeamId,TeamName,SubmissionDate,Score
2441658,"Tetyana Yatsenko","2018-11-27 03:22:42",3.952
2441528,TensorFrozen,"2018-11-27 03:27:29",3.939
2441753,"Truoc Pham","2018-11-27 03:45:38",3.952
2441754,yuki,"2018-11-27 03:45:57",3.952
2441711,k5-fuji,"2018-11-27 03:50:01",3.952
2441774,"Thong Nguyen","2018-11-27 03:53:18",3.952
2441711,k5-fuji,"2018-11-27 04:03:02",3.930
2441917,"Ranmaru Sato","2018-11-27 05:12:00",3.930
2441917,"Ranmaru Sato","2018-11-27 05:24:48",3.930
2441785,"Rob Mulla","2018-11-27 05:57:57",3.925
2441955,Mathn,"2018-11-27 06:03:04",4.101
2441955,Mathn,"2018-11-27 06:05:33",3.953
2441955,Mathn,"2018-11-27 06:07:23",3.952
2442219,kazuma,"2018-11-27 06:15:33",3.962
2442395,"Arunkumar V Ramanan","2018-11-27 06:19:33",3.952
2442395,"Arunkumar V Ramanan","2018-11-27 06:20:22",3.925
2442219,kazuma,"2018-11-27 06:42:35",3.925
2442081,NxGTR,"2018-11-27 07:24:53",3.720
2442675,"Mathurin Aché","2018-11-27 07:27:44",3.952
2442658,"林湧森 (Dyson Lin)","2018-11-27 07:31:50",3.925
2442938,Marek,"2018-11-27 08:34:10",3.949
2442938,Marek,"2018-11-27 08:34:58",3.925
2442491,currypurin,"2018-11-27 08:43:49",3.929
2443222,"Konstantin Maksimov","2018-11-27 09:15:09",3.925
2443159,"Raghu Chandan","2018-11-27 09:24:00",3.949
2443159,"Raghu Chandan","2018-11-27 09:29:25",3.925
2442795,"Dmitrii Borkin","2018-11-27 09:29:57",3.925
2442649,"Vladimir Demidov","2018-11-27 09:30:15",3.930
2443297,"Alexander Chumachenko","2018-11-27 09:31:52",3.952
2443200,"Vadim Borisov","2018-11-27 09:32:24",3.948
2442027,SRK,"2018-11-27 09:32:27",3.882
2443200,"Vadim Borisov","2018-11-27 09:44:41",3.921
2442027,SRK,"2018-11-27 09:50:05",3.882
2443200,"Vadim Borisov","2018-11-27 09:51:57",3.921
2443239,"Rajat Ranjan","2018-11-27 09:53:20",3.921
2442795,"Dmitrii Borkin","2018-11-27 10:08:13",3.921
2442369,"Yutaka Sawai","2018-11-27 10:09:21",3.948
2443318,"Rohit Patil","2018-11-27 10:09:37",3.882
2442915,FabienDaniel,"2018-11-27 10:10:34",3.952
2442658,"林湧森 (Dyson Lin)","2018-11-27 10:20:33",3.921
2442915,FabienDaniel,"2018-11-27 10:28:07",3.921
2442326,恰那no.1,"2018-11-27 10:44:58",3.949
2442326,恰那no.1,"2018-11-27 10:46:24",3.924
2443251,"Vlad Balanda","2018-11-27 10:47:50",3.921
2441955,Mathn,"2018-11-27 10:54:13",3.949
2442995,"Michael Jahrer","2018-11-27 10:59:54",3.952
2441955,Mathn,"2018-11-27 11:03:44",3.882
2443540,Tahirhan_YILDIZOGLU,"2018-11-27 11:05:41",3.882
2442395,"Arunkumar V Ramanan","2018-11-27 11:08:50",3.882
2443705,"Vladimir Larin","2018-11-27 11:16:43",3.882
2443239,"Rajat Ranjan","2018-11-27 11:24:47",3.882
2442326,恰那no.1,"2018-11-27 11:32:20",3.921
2442995,"Michael Jahrer","2018-11-27 11:53:10",3.921
2442556,pks_bgh,"2018-11-27 11:54:47",3.921
2442675,"Mathurin Aché","2018-11-27 12:18:33",3.880
2443930,"Theo Viel","2018-11-27 12:24:00",3.930
2442915,FabienDaniel,"2018-11-27 12:46:12",3.911
2443928,"I've no idea what I'm aggregating","2018-11-27 12:51:35",3.943
2444143,"Adarsh Agrawal","2018-11-27 12:52:19",3.921
2443913,"Firat Gonen","2018-11-27 13:11:42",3.921
2444280,"Nikita Hismatov","2018-11-27 13:19:35",3.882
2444263,"Arnold Kuo","2018-11-27 13:22:07",3.882
2441836,senkin13,"2018-11-27 13:23:42",3.921
2441975,"Ashish Patel(阿希什)","2018-11-27 13:25:12",4.033
2442320,"Sejal varu","2018-11-27 13:43:06",3.921
2441441,dylan_chen,"2018-11-27 13:43:44",3.922
2443363,"Riku Suzuki","2018-11-27 13:54:13",3.882
2442326,恰那no.1,"2018-11-27 13:57:02",3.874
